ProductID,ProductName,CategoryID,Price,Stock
1,Water Rate,7,872.83,28
2,Realize Spring,9,1216.77,81
3,Letter Cold,7,786.18,63
4,Center Season,4,765.53,358
5,Response Use,4,1085.35,428
6,Especially Dog,6,1137.4,287
7,Notice Which,10,966.66,484
8,Seem Fine,5,883.93,214
9,Stage Ever,10,1653.13,492
10,Level Market,8,569.66,368
11,Actually Heart,1,875.57,434
12,Benefit Friend,5,1222.64,142
13,Option Until,6,69.61,449
14,All Area,9,61.28,114
15,Stay Hit,6,824.83,39
16,Do Real,6,261.79,259
17,Sign Purpose,8,56.29,393
18,Consumer Win,6,1712.9,207
19,Several Job,9,547.29,41
20,After Office,7,1057.66,392
21,Spring First,6,1399.43,36
22,Everybody Add,6,1077.72,341
23,Trip Specific,10,863.31,72
24,Radio If,10,394.57,372
25,Fine Could,7,1240.46,280
26,Never Evidence,4,1282.47,141
27,Strategy Write,5,306.32,200
28,Still Ok,1,1881.45,115
29,Southern Cold,6,1880.62,201
30,Question That,4,396.07,209
31,Full Those,4,1390.38,48
32,Rate Serve,6,1950.7,407
33,Bring Form,1,1947.05,345
34,Certainly Bit,3,152.68,111
35,Position Little,7,615.55,259
36,Late Drug,9,865.63,213
37,Keep Them,6,1927.45,446
38,Wish Not,10,987.1,215
39,Serious Short,10,726.1,417
40,Long Tell,4,355.64,263
41,Ground Girl,10,1498.11,15
42,Much Million,5,1155.14,9
43,Century Happen,6,1888.06,199
44,Half See,6,280.44,130
45,Law Break,7,1244.19,472
46,Soon Receive,2,1693.84,465
47,At Environmental,10,1812.24,107
48,Water Usually,5,1315.3,23
49,Manage World,9,964.17,296
50,Our Stock,4,1113.68,230
51,Difference Candidate,1,1404.4,342
52,Nothing Magazine,5,1982.34,40
53,Professor Manager,1,255.2,174
54,Night Decide,6,594.71,450
55,Cultural Property,4,1333.6,356
56,Important Interesting,1,520.17,156
57,Final Property,3,681.35,465
58,Tell Simple,4,1221.0,25
59,Executive Partner,5,1212.06,383
60,Miss Top,7,610.17,2
61,National Against,8,922.54,278
62,Draw Unit,5,1660.2,66
63,Dark Question,8,611.61,131
64,Son Whether,6,15.46,240
65,Game Ever,4,723.54,301
66,Spring Hope,2,1860.41,41
67,Cold Religious,10,830.8,259
68,Since Black,10,38.73,467
69,Much Others,8,1955.63,418
70,Although Citizen,8,223.64,35
71,Quickly Outside,6,1507.07,138
72,Oil View,2,1430.59,200
73,Be Special,6,664.16,449
74,If Account,4,505.35,409
75,Protect Experience,7,371.07,6
76,Task Best,7,1404.7,351
77,Respond Open,3,1354.45,135
78,Stop Claim,9,1322.02,14
79,Contain Also,4,905.27,391
80,Wish Thought,4,412.89,342
81,Author Economy,6,1979.29,306
82,Strong Able,4,1923.55,66
83,Night Window,2,362.35,415
84,Garden Success,9,38.32,105
85,Respond Through,8,1571.61,36
86,Site He,7,1233.69,368
87,Partner Relationship,3,1625.67,381
88,Billion Green,2,1081.17,430
89,Happen Season,1,841.09,444
90,Quickly Difference,9,642.74,389
91,Computer Suddenly,3,487.36,404
92,Significant Personal,7,1760.07,8
93,Together Tell,8,793.31,495
94,Age Join,6,1227.26,360
95,Movie Peace,2,1269.14,490
96,Team Measure,3,376.74,310
97,Office They,7,51.07,348
98,Last Religious,6,263.07,46
99,Course Wide,5,1339.84,329
100,Almost Tree,10,398.1,49
101,Amount Mean,9,1989.88,297
102,What Point,3,1793.32,452
103,Somebody Bag,1,1225.78,222
104,Require Material,3,375.49,265
105,Charge Answer,4,1427.64,350
106,Address Matter,4,619.29,480
107,Hold Loss,10,1361.74,325
108,Herself Standard,7,1201.13,306
109,Exist Recognize,5,1427.19,487
110,Interest Involve,3,810.7,349
111,Sell Film,1,13.23,498
112,Project Ready,1,294.18,169
113,Least Attention,8,852.56,277
114,Finally Suffer,3,712.86,341
115,Condition On,1,1907.11,45
116,Eye Cause,8,1815.14,465
117,Rule Song,9,543.47,464
118,Upon Spring,6,1004.27,360
119,Peace Sure,8,1590.97,340
120,By Send,6,1791.57,392
121,Democratic Fact,10,26.09,36
122,Stay Staff,7,1258.13,311
123,Month This,2,1352.79,425
124,Class Son,5,891.04,418
125,Have Chance,8,1966.66,131
126,Relate Idea,10,1594.12,26
127,Expert Thought,10,1144.58,111
128,Next Heart,8,951.93,271
129,His Different,10,1319.97,490
130,Hit Past,3,967.63,271
131,Similar Him,4,1431.76,269
132,Enough Attorney,10,645.34,112
133,Hit Analysis,4,1226.3,122
134,Address Knowledge,10,1519.13,123
135,Fast Her,6,769.62,329
136,Agree Term,3,645.25,155
137,Game Still,6,1470.12,198
138,Nor Take,3,562.97,13
139,Bed Miss,5,1857.42,414
140,Mouth Activity,1,475.2,284
141,Note Image,3,905.04,96
142,Region No,8,1704.3,243
143,Easy Collection,1,1846.91,264
144,Less Anyone,6,1892.61,41
145,Treatment Happen,4,1225.31,481
146,Work Week,3,1669.17,251
147,Would Note,7,775.02,6
148,Success Plant,5,1939.04,334
149,Where Big,9,485.13,161
150,Now Major,1,468.62,364
151,Hotel Sign,10,1744.67,253
152,Ever Western,6,182.31,342
153,Success Play,6,1349.43,156
154,Development Subject,4,834.44,367
155,Green Tree,8,1670.92,408
156,Eight Total,1,55.78,280
157,Effect Artist,6,1743.77,365
158,Stuff Response,7,1266.07,483
159,Push We,7,1703.62,487
160,Number Gas,7,7.21,485
161,Appear Check,6,945.65,332
162,Difficult End,1,1252.12,447
163,Him New,5,1961.42,144
164,Serious Forward,8,1593.28,259
165,Professor Director,7,1548.16,469
166,Theory Situation,6,1258.91,90
167,Country Yourself,6,1836.2,170
168,Three Later,1,1300.64,325
169,Medical Drug,9,1752.87,95
170,Attorney Affect,5,1686.51,104
171,Such List,9,867.75,71
172,Present North,2,635.61,98
173,Behind Leave,3,1626.93,334
174,Mouth Could,8,1022.4,287
175,They Pass,3,1732.48,271
176,Evening Nor,5,653.4,430
177,Artist Its,1,618.09,76
178,List Factor,9,1490.4,44
179,Focus Argue,5,1958.8,229
180,Nothing Author,1,850.42,345
181,Billion Need,9,1776.09,205
182,Wide Point,8,115.59,43
183,Send Least,10,739.91,326
184,Her Detail,2,609.3,211
185,Say Then,4,1305.04,191
186,Face Possible,1,36.39,307
187,Discover Main,10,417.75,333
188,Strategy Environment,2,1068.52,126
189,Next Trial,6,385.26,316
190,Capital But,7,271.37,165
191,Pm Management,7,1916.73,145
192,Room Take,7,85.43,476
193,Red Stop,5,511.47,281
194,Only Quality,6,495.07,63
195,Few Congress,4,429.58,392
196,Idea Former,1,1510.54,465
197,Change Stuff,5,530.53,360
198,Nation High,8,180.78,120
199,Color Money,8,1558.67,43
200,Major Base,8,1163.32,96
201,Different Lot,4,1415.72,255
202,Growth Happy,7,1123.91,280
203,Else Capital,7,359.84,58
204,Environmental Relate,9,1173.25,183
205,Prove Can,9,150.98,127
206,Artist Now,10,270.49,494
207,Detail Base,8,1163.95,12
208,Kid Machine,4,978.3,392
209,Use Responsibility,3,1954.35,276
210,Man Tree,3,699.75,23
211,Action Off,3,364.32,50
212,Process Upon,10,1574.64,95
213,Use Quickly,5,877.53,139
214,Financial Audience,2,1594.22,214
215,Forget Board,7,679.55,100
216,Past Physical,8,1580.85,105
217,Alone Pull,3,1871.27,136
218,You Land,4,825.46,72
219,I Stay,5,1773.57,239
220,Manage Even,7,1157.65,31
221,Lose Develop,4,1005.79,175
222,Chance Matter,10,760.89,138
223,Very Big,7,1255.2,388
224,Rule Speak,5,1087.61,341
225,Everything Question,4,1827.81,118
226,Child Reduce,10,1970.45,142
227,Now Analysis,5,1543.59,146
228,Benefit Class,4,1248.0,55
229,History Environment,6,1956.08,275
230,Risk Rate,3,170.09,60
231,Media Economy,8,299.79,17
232,Major Way,1,648.95,441
233,Beyond Model,9,1848.81,237
234,Learn Above,10,685.41,129
235,Environmental Phone,9,1002.77,274
236,Property Glass,9,447.54,195
237,Nature Eight,2,455.36,27
238,Simple Need,3,1452.97,320
239,Describe Agreement,9,1271.8,332
240,Kid Resource,7,612.44,230
241,Democratic Age,2,1690.33,309
242,Level Message,2,323.68,45
243,Television Knowledge,2,448.6,453
244,Offer Difference,8,696.15,146
245,Describe Near,2,700.1,470
246,Into Pressure,8,1177.37,373
247,Weight Analysis,6,1614.45,414
248,Police Republican,5,865.74,230
249,Degree Word,10,1012.12,306
250,Beautiful Skill,5,898.05,188
251,Arrive Personal,9,1928.73,273
252,Trip Good,3,1966.84,152
253,Spring Strong,3,1119.11,74
254,Music Hold,10,356.73,5
255,Here Occur,4,1683.16,161
256,Hundred Company,8,1260.79,99
257,Social Both,4,737.97,34
258,Them International,10,998.65,277
259,By Central,2,1325.98,86
260,Move Single,5,1639.8,343
261,Series Human,8,682.91,112
262,Range Control,2,605.68,350
263,Another Foreign,3,1669.67,485
264,Road Myself,1,1683.67,291
265,Least Early,10,632.09,194
266,Tv Sell,6,1741.42,109
267,Tv Smile,4,931.86,312
268,Tonight Per,2,150.9,13
269,Save Remember,6,111.99,219
270,Behind Always,1,1616.63,82
271,Three Camera,1,172.47,477
272,Gas Avoid,7,1194.16,437
273,Reality Buy,9,1739.22,79
274,Car Own,7,1029.83,56
275,Yet Face,10,1972.82,126
276,Will Sit,6,375.04,226
277,Writer Learn,2,1486.87,226
278,Stuff Doctor,2,1312.78,458
279,Wait Population,2,37.04,236
280,Drop Relationship,2,459.7,123
281,Right Despite,3,1213.65,428
282,Stuff Particular,5,670.33,288
283,Little Buy,8,1489.73,311
284,Visit Trade,5,1898.43,75
285,Material Lay,10,365.67,332
286,Rich Set,7,835.34,428
287,On Live,10,979.67,51
288,Speak Much,8,80.35,8
289,Tree Later,5,1646.12,64
290,For Player,2,770.11,462
291,Easy Job,4,1781.68,355
292,Determine Wait,6,1120.14,15
293,Ok Argue,8,74.91,461
294,Movie Voice,3,1525.1,321
295,Mother Red,2,276.46,381
296,Rather Office,10,1873.02,433
297,Born Space,7,841.33,139
298,Physical Surface,9,598.14,245
299,Body Service,6,1463.51,239
300,System Care,8,637.51,498
301,That Career,4,654.03,317
302,Book Tree,1,327.3,280
303,Try Goal,9,363.94,79
304,Idea Adult,10,1632.87,64
305,Message Wear,9,1084.54,290
306,Article Base,8,1943.22,151
307,Individual Community,7,964.52,192
308,Red Truth,2,1254.28,89
309,Actually Always,7,37.88,312
310,Or Seek,6,636.89,318
311,Several Expect,6,1358.73,333
312,Top Sort,7,253.52,277
313,Sound Impact,9,1588.88,364
314,Who Their,10,93.51,312
315,Theory Such,3,1308.45,479
316,Morning Red,8,1050.69,51
317,Series Will,1,879.97,130
318,Property They,10,206.82,211
319,Stay Fall,1,619.83,323
320,International Program,8,890.59,97
321,Region Want,8,384.29,3
322,Minute Person,1,1902.9,344
323,Heart Mrs,8,828.15,350
324,Career Onto,6,972.55,337
325,Security Painting,3,643.03,141
326,Tax Age,9,483.45,432
327,Congress Forward,7,1956.29,168
328,Task Available,3,613.15,351
329,Thing Young,2,327.51,101
330,Chair Dinner,7,335.28,116
331,Remain Keep,4,695.55,265
332,Usually Card,4,170.68,130
333,Sister Executive,8,438.0,451
334,Business Pm,1,606.08,34
335,Price Watch,2,818.42,342
336,Southern Television,9,1181.12,363
337,Practice Far,1,1367.31,219
338,Bank Perform,6,442.54,3
339,For Television,6,125.59,87
340,Ahead Their,9,499.81,210
341,Purpose Buy,8,1177.63,497
342,Official Deal,6,703.28,474
343,Above Some,1,1206.32,300
344,Boy People,7,951.93,183
345,Week Side,5,720.92,230
346,Skill Order,2,1095.3,286
347,Soldier Close,1,363.34,39
348,That Wife,3,472.58,315
349,Hair Doctor,10,187.18,156
350,Attorney Population,7,1059.91,139
351,Company Policy,5,994.81,290
352,Arm Fall,4,129.47,22
353,Discuss Happy,1,1699.77,16
354,Middle Exactly,9,948.9,149
355,Always Professor,5,115.95,427
356,Many Design,9,34.83,325
357,Marriage Culture,9,437.52,424
358,Improve Well,8,1183.82,239
359,Center Local,1,350.73,198
360,Head Case,9,1369.65,228
361,Between Production,2,1409.54,127
362,Customer Second,3,812.55,53
363,City Be,2,1623.13,385
364,Serve May,9,409.98,205
365,Speech Gun,4,1163.84,118
366,Friend Range,9,1361.88,299
367,Impact Series,9,1067.76,113
368,Far Leg,1,914.12,143
369,Statement Continue,9,1477.88,4
370,Kind Lose,6,1758.64,156
371,Spend Hospital,5,127.61,248
372,Memory Pretty,4,1424.44,462
373,Short Act,6,1505.12,437
374,Far Issue,4,220.87,236
375,Note Feeling,3,1022.47,388
376,First No,5,1414.98,84
377,Spend I,8,347.33,209
378,Growth Friend,3,293.2,430
379,Indicate Draw,2,510.93,442
380,Drive Carry,4,12.73,291
381,Bank Explain,2,851.1,353
382,Station Involve,5,317.29,80
383,Street Enough,8,1423.99,107
384,Citizen Indicate,6,1766.27,214
385,Sense Above,1,1386.05,28
386,Notice Yeah,1,1675.68,241
387,Pass Find,8,648.98,347
388,Between Course,3,57.68,118
389,Value Well,3,969.28,180
390,Your Husband,9,1423.84,226
391,Short Least,9,307.07,138
392,Keep Especially,6,416.88,132
393,Whom Body,6,1742.47,192
394,Four Speech,1,1178.39,28
395,Feel Term,9,672.25,477
396,Cultural During,7,260.48,299
397,Truth Assume,6,1536.01,364
398,Common Country,9,1907.32,233
399,World Nice,10,849.28,409
400,Difficult Amount,4,1793.8,456
401,Whose Return,9,698.26,434
402,Fill Score,5,1847.3,426
403,Try For,10,1003.76,393
404,Create Thing,7,1717.32,22
405,Off Thank,4,398.47,165
406,Size Music,9,1068.71,247
407,Old Hold,4,958.18,440
408,Guy World,6,1855.45,175
409,Carry Write,4,1724.49,243
410,Help Simply,6,551.71,403
411,Not Character,4,353.89,148
412,Value Agreement,5,56.21,69
413,Including Media,7,1210.42,59
414,Officer The,1,1086.61,305
415,Marriage Concern,6,783.89,176
416,Certain Just,6,1254.47,302
417,First Speech,1,282.91,104
418,Executive Class,5,582.19,112
419,Mean Child,2,41.01,257
420,Everybody Worker,1,1522.2,260
421,Treat Example,8,1787.8,390
422,Class Realize,6,41.01,205
423,Agency Effect,9,1267.11,120
424,Debate Challenge,8,476.49,11
425,Hear Suddenly,6,262.57,423
426,Speech No,10,1225.31,339
427,Film About,10,545.24,103
428,Sure Own,1,148.51,432
429,Story Director,5,1863.44,281
430,Line Side,6,1691.72,255
431,Gun Population,9,1251.38,166
432,Away International,8,138.47,53
433,Address Bill,2,1625.11,367
434,Idea Car,8,873.13,204
435,Least Quite,7,1465.5,111
436,Series Character,8,901.27,487
437,Argue Involve,3,1389.18,299
438,Method With,5,407.62,162
439,Away Lay,7,1409.73,425
440,Check Most,3,563.43,143
441,Cost Experience,7,1253.46,309
442,Card Yourself,10,832.99,189
443,Story Win,5,51.34,85
444,Person Much,8,1331.75,193
445,Hospital Inside,8,104.95,132
446,Number Save,2,1899.42,140
447,Nothing Short,9,1738.32,148
448,Sure Specific,9,58.42,415
449,Wait Among,4,632.61,95
450,Relate North,1,190.49,19
451,Reflect Green,5,637.99,39
452,Woman Rest,5,1547.54,126
453,Media Together,8,1050.82,141
454,Realize Middle,6,416.88,465
455,Hotel Deal,10,18.7,395
456,Remember Call,2,426.64,96
457,Measure Scientist,4,1303.52,346
458,Green General,4,237.97,87
459,Here Science,7,1277.15,481
460,West Story,10,136.89,50
461,Teacher Maybe,4,1463.91,494
462,Into Sometimes,2,368.01,493
463,Various Answer,3,548.75,325
464,Resource Ever,2,1608.93,91
465,She Remember,9,1866.06,280
466,Yard Probably,9,1385.44,194
467,Finish Future,8,1923.85,263
468,Site Traditional,1,1766.42,150
469,Add Hotel,10,976.85,155
470,Song Of,1,810.22,372
471,Area Term,10,835.49,221
472,Body Information,3,1511.24,260
473,Whatever Miss,5,1513.17,399
474,Item Mean,5,918.31,256
475,Word Hot,7,1622.2,420
476,Skin Worker,7,407.4,163
477,She Teacher,8,327.26,230
478,Person Rate,2,1301.61,497
479,Attorney Them,10,346.13,288
480,Particularly Magazine,2,295.1,336
481,Word Laugh,9,1609.07,233
482,Under Executive,6,1896.95,350
483,Charge Involve,6,935.07,466
484,Community Effort,3,492.43,193
485,Look Create,3,1802.61,123
486,See Prevent,1,1105.34,222
487,Strong Suggest,8,260.12,163
488,Watch Research,3,1165.43,392
489,Study Little,5,717.39,397
490,Clear Light,10,1491.64,129
491,Matter After,9,1138.5,342
492,Such Question,4,547.92,221
493,Best Quality,2,1526.82,295
494,This Board,9,108.3,56
495,More Material,9,1539.62,53
496,Defense Next,6,238.92,59
497,Usually Someone,4,1275.25,203
498,Generation Film,2,1525.27,496
499,Course Floor,7,1645.3,231
500,Least Dark,2,246.75,296
501,Pass Above,2,864.33,41
502,Better Happy,3,929.93,475
503,Some Analysis,1,1170.08,32
504,Area Perhaps,2,293.45,77
505,Old Rather,3,296.23,52
506,Agent She,3,1926.34,200
507,Eat Leader,5,866.31,49
508,Nor Police,6,1364.93,368
509,Song Inside,9,851.93,460
510,Live Road,9,1573.05,326
511,Back Say,5,172.3,169
512,These Doctor,8,851.25,341
513,Drive Save,10,1865.37,443
514,Spend Capital,4,1181.84,448
515,International Choose,5,1367.43,455
516,Moment Ever,3,1799.76,430
517,Other Pressure,1,349.02,404
518,Forget Born,3,1576.4,386
519,Continue Put,4,79.92,477
520,Technology Morning,4,1972.04,179
521,Series Maintain,7,1544.17,311
522,Herself View,9,902.34,372
523,Begin Consider,7,1427.41,352
524,Responsibility Within,8,1488.78,367
525,Young Which,3,1166.64,404
526,Relationship Risk,8,969.2,452
527,Budget Enjoy,5,1431.12,145
528,Fly Talk,9,383.69,194
529,Source Animal,5,1806.23,100
530,Too Keep,1,1024.97,299
531,Trade Here,9,1924.08,323
532,Agreement Instead,9,45.04,56
533,Thus Professor,6,1212.96,17
534,Show Inside,3,398.95,383
535,Hot Bag,2,616.22,139
536,War Beautiful,6,216.68,33
537,Stuff Suggest,7,1868.37,374
538,Low If,1,744.41,166
539,Force Money,5,805.15,456
540,Turn Meet,6,1530.17,148
541,Behavior Art,3,1673.97,455
542,Dream Six,9,956.81,425
543,Speak Seven,7,1788.68,333
544,Possible Us,4,1933.96,474
545,Identify Let,2,218.7,399
546,Couple Point,2,1268.96,89
547,Store Surface,9,1845.78,493
548,Position Paper,1,521.81,122
549,Lawyer Wife,7,1094.42,205
550,By Gun,6,1367.27,417
551,Herself Chair,10,592.7,310
552,President Environment,7,1516.06,477
553,Pull That,5,1874.98,140
554,Certain Movie,4,1430.95,33
555,Study The,2,912.2,358
556,Type Institution,8,1513.8,7
557,Yes Join,8,348.58,165
558,Officer Successful,4,1836.36,244
559,Research Friend,4,1105.31,313
560,Many Teach,2,1454.14,300
561,Break Realize,1,1960.19,358
562,Poor Home,8,509.68,31
563,Our Edge,10,1240.89,128
564,Opportunity Through,5,880.67,374
565,Ability Draw,1,1852.19,17
566,Often Effort,2,1426.02,492
567,Serious Dog,4,1939.06,317
568,Officer Short,8,75.99,227
569,Cell Describe,8,1482.51,163
570,Under Even,1,854.66,178
571,East Watch,10,1103.06,256
572,College Difficult,5,618.26,76
573,Artist Charge,5,1361.05,396
574,Half Yeah,8,1069.99,392
575,Step May,4,534.39,49
576,Father North,9,667.68,360
577,Order Foot,9,1087.6,348
578,Boy Draw,6,1489.46,188
579,Plan Event,9,838.74,111
580,Either Number,8,1741.81,367
581,Summer Newspaper,2,996.57,401
582,His Today,9,660.71,152
583,She Indicate,2,61.25,429
584,Stage Tough,7,1032.48,21
585,Fear Sometimes,8,1124.14,343
586,Again Stand,3,794.7,225
587,Successful Bring,1,228.87,103
588,Summer Admit,10,1194.8,497
589,Ever Mean,10,1995.42,311
590,Produce Ball,4,103.19,39
591,Black Hard,10,1669.36,79
592,Half Support,9,1398.19,223
593,Part Notice,8,686.7,377
594,Different Shake,1,54.78,158
595,Successful Appear,9,1110.21,37
596,Common Citizen,5,502.17,329
597,Family Note,4,1464.96,259
598,Executive Safe,5,1764.6,333
599,Product Training,7,884.29,354
600,Word Budget,1,909.66,89
